INT	INT	INT	STRING	INT	INT	INT
10212111	-1	-1	-1	0	2	0
10212112	-1	-1	-1	0	2	0
10212114	-1	-1	-1	0	2	0
10212115	-1	-1	-1	0	2	0
10212117	-1	-1	-1	0	2	0
10212118	-1	-1	-1	0	2	0
10212120	-1	-1	-1	0	2	0
10212121	-1	-1	-1	0	2	0
10212123	-1	-1	-1	0	2	0
10212124	-1	-1	-1	0	2	0
10212126	-1	-1	-1	0	2	0
10212127	-1	-1	-1	0	2	0
10212129	-1	-1	-1	0	2	0
10212130	-1	-1	-1	0	2	0
10212132	-1	-1	-1	0	2	0
10212133	-1	-1	-1	0	2	0
10212135	-1	-1	-1	0	2	0
10212136	-1	-1	-1	0	2	0
10213001	-1	2005	-1	0	1	1
10213002	-1	-1	-1	0	2	1
10213003	-1	2005	-1	0	1	1
10213004	-1	-1	-1	0	2	1
10213005	-1	2005	-1	0	1	1
10213006	-1	-1	-1	0	2	1
10213008	-1	-1	-1	0	2	0
10213010	-1	-1	-1	0	2	0
10213012	-1	-1	-1	0	2	0
10213014	-1	-1	-1	0	2	0
10213016	-1	-1	-1	0	2	0
10213018	-1	-1	-1	0	2	0
10213020	-1	-1	-1	0	2	0
10213021	-1	2005	-1	0	1	1
10213022	-1	-1	-1	0	2	1
10213023	-1	2005	-1	0	1	1
10213024	-1	-1	-1	0	2	1
10213025	-1	2005	-1	0	1	1
10213026	-1	-1	-1	0	2	1
10213028	-1	-1	-1	0	2	0
10213030	-1	-1	-1	0	2	0
10213032	-1	-1	-1	0	2	0
10213034	-1	-1	-1	0	2	0
10213036	-1	-1	-1	0	2	0
10213038	-1	-1	-1	0	2	0
10213040	-1	-1	-1	0	2	0
10213041	-1	2005	-1	0	1	1
10213042	-1	-1	-1	0	2	1
10213043	-1	2005	-1	0	1	1
10213044	-1	-1	-1	0	2	1
10213045	-1	2005	-1	0	1	1
10213046	-1	-1	-1	0	2	1
10213048	-1	-1	-1	0	2	0
10213050	-1	-1	-1	0	2	0
10213052	-1	-1	-1	0	2	0
10213054	-1	-1	-1	0	2	0
10213056	-1	-1	-1	0	2	0
10213058	-1	-1	-1	0	2	0
10213060	-1	-1	-1	0	2	0
10213102	-1	-1	-1	0	2	0
10213103	-1	-1	-1	0	2	0
10213105	-1	-1	-1	0	2	0
10213106	-1	-1	-1	0	2	0
10213108	-1	-1	-1	0	2	0
10213109	-1	-1	-1	0	2	0
10213111	-1	-1	-1	0	2	0
10213112	-1	-1	-1	0	2	0
10213114	-1	-1	-1	0	2	0
10213115	-1	-1	-1	0	2	0
10213117	-1	-1	-1	0	2	0
10213118	-1	-1	-1	0	2	0
10213120	-1	-1	-1	0	2	0
10213121	-1	-1	-1	0	2	0
10213123	-1	-1	-1	0	2	0
10213124	-1	-1	-1	0	2	0
10213126	-1	-1	-1	0	2	0
10213127	-1	-1	-1	0	2	0
10213129	-1	-1	-1	0	2	0
10213130	-1	-1	-1	0	2	0
10213132	-1	-1	-1	0	2	0
10213133	-1	-1	-1	0	2	0
10213135	-1	-1	-1	0	2	0
10213136	-1	-1	-1	0	2	0
10214001	-1	2005	-1	0	1	1
10214002	-1	-1	-1	0	2	1
10214003	-1	2005	-1	0	1	1
10214004	-1	-1	-1	0	2	1
10214005	-1	2005	-1	0	1	1
10214006	-1	-1	-1	0	2	1
10214008	-1	-1	-1	0	2	0
10214010	-1	-1	-1	0	2	0
10214012	-1	-1	-1	0	2	0
10214014	-1	-1	-1	0	2	0
10214016	-1	-1	-1	0	2	0
10214018	-1	-1	-1	0	2	0
10214020	-1	-1	-1	0	2	0
10214102	-1	-1	-1	0	2	0
10214103	-1	-1	-1	0	2	0
10214105	-1	-1	-1	0	2	0
10214106	-1	-1	-1	0	2	0
10214108	-1	-1	-1	0	2	0
10214109	-1	-1	-1	0	2	0
10214111	-1	-1	-1	0	2	0
10214112	-1	-1	-1	0	2	0
10215001	-1	2005	-1	0	1	1
10215002	-1	-1	-1	0	2	1
10215003	-1	2005	-1	0	1	1
10215004	-1	-1	-1	0	2	1
10215005	-1	2005	-1	0	1	1
10215006	-1	-1	-1	0	2	1
10215008	-1	-1	-1	0	2	0
10215010	-1	-1	-1	0	2	0
10215012	-1	-1	-1	0	2	0
10215014	-1	-1	-1	0	2	0
10215016	-1	-1	-1	0	2	0
10215018	-1	-1	-1	0	2	0
10215020	-1	-1	-1	0	2	0
10215102	-1	-1	-1	0	2	0
10215103	-1	-1	-1	0	2	0
10215105	-1	-1	-1	0	2	0
10215106	-1	-1	-1	0	2	0
10215108	-1	-1	-1	0	2	0
10215109	-1	-1	-1	0	2	0
10215111	-1	-1	-1	0	2	0
10215112	-1	-1	-1	0	2	0
10220001	-1	2005	-1	0	1	1
10220002	-1	2005	-1	0	1	1
10220003	-1	2005	-1	0	1	1
10220011	-1	-1	-1	0	2	1
10220012	-1	-1	-1	0	2	1
10220013	-1	-1	-1	0	2	1
10220014	-1	-1	-1	0	2	0
10220015	-1	-1	-1	0	2	0
10220016	-1	-1	-1	0	2	0
10220017	-1	-1	-1	0	2	0
10220018	-1	-1	-1	0	2	0
10220019	-1	-1	-1	0	2	0
10220020	-1	-1	-1	0	2	0
10220102	-1	-1	-1	0	2	0
10220103	-1	-1	-1	0	2	0
10220105	-1	-1	-1	0	2	0
10220106	-1	-1	-1	0	2	0
10220108	-1	-1	-1	0	2	0
10220109	-1	-1	-1	0	2	0
10220111	-1	-1	-1	0	2	0
10220112	-1	-1	-1	0	2	0
10221001	-1	2005	-1	0	1	1
10221002	-1	2005	-1	0	1	1
10221003	-1	2005	-1	0	1	1
10221011	-1	-1	-1	0	2	1
10221012	-1	-1	-1	0	2	1
10221013	-1	-1	-1	0	2	1
10221014	-1	-1	-1	0	2	0
10221015	-1	-1	-1	0	2	0
10221016	-1	-1	-1	0	2	0
10221017	-1	-1	-1	0	2	0
10221018	-1	-1	-1	0	2	0
10221019	-1	-1	-1	0	2	0
10221020	-1	-1	-1	0	2	0
10221102	-1	-1	-1	0	2	0
10221103	-1	-1	-1	0	2	0
10221105	-1	-1	-1	0	2	0
10221106	-1	-1	-1	0	2	0
10221108	-1	-1	-1	0	2	0
10221109	-1	-1	-1	0	2	0
10221111	-1	-1	-1	0	2	0
10221112	-1	-1	-1	0	2	0
10222001	-1	2005	-1	0	1	1
10222002	-1	2005	-1	0	1	1
10222003	-1	2005	-1	0	1	1
10222011	-1	-1	-1	0	2	1
10222012	-1	-1	-1	0	2	1
10222013	-1	-1	-1	0	2	1
10222014	-1	-1	-1	0	2	0
10222015	-1	-1	-1	0	2	0
10222016	-1	-1	-1	0	2	0
10222017	-1	-1	-1	0	2	0
10222018	-1	-1	-1	0	2	0
10222019	-1	-1	-1	0	2	0
10222020	-1	-1	-1	0	2	0
10222031	-1	-1	-1	0	2	0
10222032	-1	-1	-1	0	2	0
10222033	-1	-1	-1	0	2	0
10222034	-1	-1	-1	0	2	0
10222035	-1	-1	-1	0	2	0
10222036	-1	-1	-1	0	2	0
10222102	-1	-1	-1	0	2	0
10222103	-1	-1	-1	0	2	0
10222106	-1	-1	-1	0	2	0
10222107	-1	-1	-1	0	2	0
10222108	-1	-1	-1	0	2	0
10222109	-1	-1	-1	0	2	0
10222111	-1	-1	-1	0	2	0
10222112	-1	-1	-1	0	2	0
10222115	-1	-1	-1	0	2	0
10222116	-1	-1	-1	0	2	0
10222117	-1	-1	-1	0	2	0
10222118	-1	-1	-1	0	2	0
10222120	-1	-1	-1	0	2	0
10222121	-1	-1	-1	0	2	0
10222124	-1	-1	-1	0	2	0
10222125	-1	-1	-1	0	2	0
10222126	-1	-1	-1	0	2	0
10222127	-1	-1	-1	0	2	0
10222129	-1	-1	-1	0	2	0
10222130	-1	-1	-1	0	2	0
10222133	-1	-1	-1	0	2	0
10222134	-1	-1	-1	0	2	0
10222135	-1	-1	-1	0	2	0
10222136	-1	-1	-1	0	2	0
10223001	-1	2005	-1	0	1	1
10223002	-1	2005	-1	0	1	1
10223003	-1	2005	-1	0	1	1
10223011	-1	-1	-1	0	2	1
10223012	-1	-1	-1	0	2	1
10223013	-1	-1	-1	0	2	1
10223014	-1	-1	-1	0	2	0
10223015	-1	-1	-1	0	2	0
10223016	-1	-1	-1	0	2	0
10223017	-1	-1	-1	0	2	0
10223018	-1	-1	-1	0	2	0
10223019	-1	-1	-1	0	2	0
10223020	-1	-1	-1	0	2	0
10223031	-1	-1	-1	0	2	0
10223032	-1	-1	-1	0	2	0
10223033	-1	-1	-1	0	2	0
10223034	-1	-1	-1	0	2	0
10223035	-1	-1	-1	0	2	0
10223036	-1	-1	-1	0	2	0
10223102	-1	-1	-1	0	2	0
10223103	-1	-1	-1	0	2	0
10223106	-1	-1	-1	0	2	0
10223107	-1	-1	-1	0	2	0
10223108	-1	-1	-1	0	2	0
10223109	-1	-1	-1	0	2	0
10223111	-1	-1	-1	0	2	0
10223112	-1	-1	-1	0	2	0
10223115	-1	-1	-1	0	2	0
10223116	-1	-1	-1	0	2	0
10223117	-1	-1	-1	0	2	0
10223118	-1	-1	-1	0	2	0
10223120	-1	-1	-1	0	2	0
10223121	-1	-1	-1	0	2	0
10223124	-1	-1	-1	0	2	0
10223125	-1	-1	-1	0	2	0
10223126	-1	-1	-1	0	2	0
10223127	-1	-1	-1	0	2	0
10223129	-1	-1	-1	0	2	0
10223130	-1	-1	-1	0	2	0
10223133	-1	-1	-1	0	2	0
10223134	-1	-1	-1	0	2	0
10223135	-1	-1	-1	0	2	0
10223136	-1	-1	-1	0	2	0
10224001	720	2005	-1	0	1	1
10224002	720	2005	-1	0	1	1
10224003	720	2005	-1	0	1	1
10224004	720	2005	-1	0	1	1
10224005	720	2005	-1	0	1	1
10224006	720	2005	-1	0	1	1
10224007	720	2005	-1	0	1	1
10224008	720	2005	-1	0	1	1
10224011	2160	2005	-1	0	1	1
10224012	2160	2005	-1	0	1	1
10224013	2160	2005	-1	0	1	1
10224014	2160	2005	-1	0	1	1
10224015	2160	2005	-1	0	1	1
10224016	2160	2005	-1	0	1	1
10224017	2160	2005	-1	0	1	1
10224018	2160	2005	-1	0	1	1
10224021	-1	2005	-1	0	1	1
10224022	-1	2005	-1	0	1	1
10224023	-1	2005	-1	0	1	1
10224024	-1	2005	-1	0	1	1
10224025	-1	2005	-1	0	1	1
10224026	-1	2005	-1	0	1	1
10224027	-1	2005	-1	0	1	1
10224028	-1	2005	-1	0	1	1
10224031	720	2005	-1	0	1	1
10224032	720	2005	-1	0	1	1
10224033	720	2005	-1	0	1	1
10224034	720	2005	-1	0	1	1
10224035	720	2005	-1	0	1	1
10224036	720	2005	-1	0	1	1
10224037	720	2005	-1	0	1	1
10224038	720	2005	-1	0	1	1
10224039	720	2005	-1	0	1	1
10224041	720	2005	-1	0	1	1
10224042	720	2005	-1	0	1	1
10224043	720	2005	-1	0	1	1
10224044	720	2005	-1	0	1	1
10224045	720	2005	-1	0	1	1
10224046	720	2005	-1	0	1	1
10224047	720	2005	-1	0	1	1
10224048	720	2005	-1	0	1	1
10224049	720	2005	-1	0	1	1
10224051	-1	2005	-1	0	1	1
10224052	-1	2005	-1	0	1	1
10224053	-1	2005	-1	0	1	1
10224054	-1	2005	-1	0	1	1
10224055	-1	2005	-1	0	1	1
10224056	-1	2005	-1	0	1	1
10224057	-1	2005	-1	0	1	1
10224058	-1	2005	-1	0	1	1
10224059	-1	2005	-1	0	1	1
10224061	2160	2005	-1	0	1	1
10224062	2160	2005	-1	0	1	1
10224063	2160	2005	-1	0	1	1
10224064	2160	2005	-1	0	1	1
10224065	2160	2005	-1	0	1	1
10224066	2160	2005	-1	0	1	1
10224067	2160	2005	-1	0	1	1
10224068	2160	2005	-1	0	1	1
10224069	2160	2005	-1	0	1	1
10224071	-1	2005	-1	0	1	1
10224072	-1	2005	-1	0	1	1
10224073	-1	2005	-1	0	1	1
10224074	-1	2005	-1	0	1	1
10224075	-1	2005	-1	0	1	1
10224076	-1	2005	-1	0	1	1
10224077	-1	2005	-1	0	1	1
10224078	-1	2005	-1	0	1	1
10224081	720	2005	-1	0	1	1
10224082	720	2005	-1	0	1	1
10224083	720	2005	-1	0	1	1
10224084	720	2005	-1	0	1	1
10224085	720	2005	-1	0	1	1
10224086	720	2005	-1	0	1	1
10224087	720	2005	-1	0	1	1
10224088	720	2005	-1	0	1	1
10224091	2160	2005	-1	0	1	1
10224092	2160	2005	-1	0	1	1
10224093	2160	2005	-1	0	1	1
10224094	2160	2005	-1	0	1	1
10224095	2160	2005	-1	0	1	1
10224096	2160	2005	-1	0	1	1
10224097	2160	2005	-1	0	1	1
10224098	2160	2005	-1	0	1	1
10224101	-1	2005	-1	0	1	1
10224102	-1	2005	-1	0	1	1
10224103	-1	2005	-1	0	1	1
10224104	-1	2005	-1	0	1	1
10224105	-1	2005	-1	0	1	1
10224106	-1	2005	-1	0	1	1
10224107	-1	2005	-1	0	1	1
10224108	-1	2005	-1	0	1	1
10224111	720	2005	-1	0	1	1
10224112	720	2005	-1	0	1	1
10224113	720	2005	-1	0	1	1
10224114	720	2005	-1	0	1	1
10224115	720	2005	-1	0	1	1
10224116	720	2005	-1	0	1	1
10224117	720	2005	-1	0	1	1
10224118	720	2005	-1	0	1	1
10224119	720	2005	-1	0	1	1
10224121	2160	2005	-1	0	1	1
10224122	2160	2005	-1	0	1	1
10224123	2160	2005	-1	0	1	1
10224124	2160	2005	-1	0	1	1
10224125	2160	2005	-1	0	1	1
10224126	2160	2005	-1	0	1	1
10224127	2160	2005	-1	0	1	1
10224128	2160	2005	-1	0	1	1
10224129	2160	2005	-1	0	1	1
10224131	-1	2005	-1	0	1	1
10224132	-1	2005	-1	0	1	1
10224133	-1	2005	-1	0	1	1
10224134	-1	2005	-1	0	1	1
10224135	-1	2005	-1	0	1	1
10224136	-1	2005	-1	0	1	1
10224137	-1	2005	-1	0	1	1
10224138	-1	2005	-1	0	1	1
10224139	-1	2005	-1	0	1	1
10224141	720	2005	-1	0	1	1
10224142	720	2005	-1	0	1	1
10224143	720	2005	-1	0	1	1
10224144	720	2005	-1	0	1	1
10224145	720	2005	-1	0	1	1
10224146	720	2005	-1	0	1	1
10224147	720	2005	-1	0	1	1
10224148	720	2005	-1	0	1	1
10224151	720	2005	-1	0	1	1
10224152	720	2005	-1	0	1	1
10224153	720	2005	-1	0	1	1
10224154	720	2005	-1	0	1	1
10224155	720	2005	-1	0	1	1
10224156	720	2005	-1	0	1	1
10224157	720	2005	-1	0	1	1
10224158	720	2005	-1	0	1	1
10224161	2160	2005	-1	0	1	1
10224162	2160	2005	-1	0	1	1
10224163	2160	2005	-1	0	1	1
10224164	2160	2005	-1	0	1	1
10224165	2160	2005	-1	0	1	1
10224166	2160	2005	-1	0	1	1
10224167	2160	2005	-1	0	1	1
10224168	2160	2005	-1	0	1	1
10224171	-1	2005	-1	0	1	1
10224172	-1	2005	-1	0	1	1
10224173	-1	2005	-1	0	1	1
10224174	-1	2005	-1	0	1	1
10224175	-1	2005	-1	0	1	1
10224176	-1	2005	-1	0	1	1
10224177	-1	2005	-1	0	1	1
10224178	-1	2005	-1	0	1	1
10224181	720	2005	-1	0	1	1
10224182	720	2005	-1	0	1	1
10224183	720	2005	-1	0	1	1
10224184	720	2005	-1	0	1	1
10224185	720	2005	-1	0	1	1
10224186	720	2005	-1	0	1	1
10224187	720	2005	-1	0	1	1
10224188	720	2005	-1	0	1	1
10224191	2160	2005	-1	0	1	1
10224192	2160	2005	-1	0	1	1
10224193	2160	2005	-1	0	1	1
10224194	2160	2005	-1	0	1	1
10224195	2160	2005	-1	0	1	1
10224196	2160	2005	-1	0	1	1
10224197	2160	2005	-1	0	1	1
10224198	2160	2005	-1	0	1	1
10224201	-1	2005	-1	0	1	1
10224202	-1	2005	-1	0	1	1
10224203	-1	2005	-1	0	1	1
10224204	-1	2005	-1	0	1	1
10224205	-1	2005	-1	0	1	1
10224206	-1	2005	-1	0	1	1
10224207	-1	2005	-1	0	1	1
10224208	-1	2005	-1	0	1	1
10224211	72	2005	-1	0	1	1
10224212	72	2005	-1	0	1	1
10224213	72	2005	-1	0	1	1
10224214	72	2005	-1	0	1	1
10224215	72	2005	-1	0	1	1
10224216	72	2005	-1	0	1	1
10224217	72	2005	-1	0	1	1
10224218	72	2005	-1	0	1	1
10224221	-1	2005	-1	0	1	1
10224222	-1	2005	-1	0	1	1
10224223	-1	2005	-1	0	1	1
10224224	-1	2005	-1	0	1	1
10224225	-1	2005	-1	0	1	1
10224226	-1	2005	-1	0	1	1
10224227	-1	2005	-1	0	1	1
10224228	-1	2005	-1	0	1	1
10224231	24	2005	-1	0	1	1
10224232	24	2005	-1	0	1	1
10224233	24	2005	-1	0	1	1
10224234	24	2005	-1	0	1	1
10224235	24	2005	-1	0	1	1
10224236	24	2005	-1	0	1	1
10224237	24	2005	-1	0	1	1
10224238	24	2005	-1	0	1	1
10224239	24	2005	-1	0	1	1
10224241	24	2005	-1	0	1	1
10224242	24	2005	-1	0	1	1
10224243	24	2005	-1	0	1	1
10224244	24	2005	-1	0	1	1
10224245	24	2005	-1	0	1	1
10224246	24	2005	-1	0	1	1
10224247	24	2005	-1	0	1	1
10224248	24	2005	-1	0	1	1
10224249	24	2005	-1	0	1	1
10224251	24	2005	-1	0	1	1
10224252	24	2005	-1	0	1	1
10224253	24	2005	-1	0	1	1
10224254	24	2005	-1	0	1	1
10224255	24	2005	-1	0	1	1
10224256	24	2005	-1	0	1	1
10224257	24	2005	-1	0	1	1
10224258	24	2005	-1	0	1	1
10224262	-1	2005	-1	0	1	1
10224263	-1	2005	-1	0	1	1
10224264	-1	2005	-1	0	1	1
10224265	-1	2005	-1	0	1	1
10224266	-1	2005	-1	0	1	1
10224267	-1	2005	-1	0	1	1
10224268	-1	2005	-1	0	1	1
10224271	168	2005	-1	0	1	1
10224272	168	2005	-1	0	1	1
10224273	168	2005	-1	0	1	1
10224274	168	2005	-1	0	1	1
10224275	168	2005	-1	0	1	1
10224276	168	2005	-1	0	1	1
10224277	168	2005	-1	0	1	1
10224278	168	2005	-1	0	1	1
10224279	168	2005	-1	0	1	1
10224281	168	2005	-1	0	1	1
10224282	168	2005	-1	0	1	1
10224283	168	2005	-1	0	1	1
10224284	168	2005	-1	0	1	1
10224285	168	2005	-1	0	1	1
10224286	168	2005	-1	0	1	1
10224287	168	2005	-1	0	1	1
10224288	168	2005	-1	0	1	1
10224289	168	2005	-1	0	1	1
10224291	-1	2005	-1	0	1	1
10224292	-1	2005	-1	0	1	1
10224293	-1	2005	-1	0	1	1
10224294	-1	2005	-1	0	1	1
10224295	-1	2005	-1	0	1	1
10224296	-1	2005	-1	0	1	1
10224297	-1	2005	-1	0	1	1
10224298	-1	2005	-1	0	1	1
10224299	-1	2005	-1	0	1	1
10224301	720	2005	-1	0	1	1
10224302	720	2005	-1	0	1	1
10224303	720	2005	-1	0	1	1
10224304	720	2005	-1	0	1	1
10224305	720	2005	-1	0	1	1
10224306	720	2005	-1	0	1	1
10224307	720	2005	-1	0	1	1
10224308	720	2005	-1	0	1	1
10224311	720	2005	-1	0	1	1
10224312	720	2005	-1	0	1	1
10224313	720	2005	-1	0	1	1
10224314	720	2005	-1	0	1	1
10224315	720	2005	-1	0	1	1
10224316	720	2005	-1	0	1	1
10224317	720	2005	-1	0	1	1
10224318	720	2005	-1	0	1	1
10224321	-1	2005	-1	0	1	1
10224322	-1	2005	-1	0	1	1
10224323	-1	2005	-1	0	1	1
10224324	-1	2005	-1	0	1	1
10224325	-1	2005	-1	0	1	1
10224326	-1	2005	-1	0	1	1
10224327	-1	2005	-1	0	1	1
10224328	-1	2005	-1	0	1	1
10224331	-1	2005	-1	0	1	1
10224332	-1	2005	-1	0	1	1
10224333	-1	2005	-1	0	1	1
10224334	-1	2005	-1	0	1	1
10224335	-1	2005	-1	0	1	1
10224336	-1	2005	-1	0	1	1
10224337	-1	2005	-1	0	1	1
10224338	-1	2005	-1	0	1	1
10224341	72	2005	-1	0	1	1
10224342	72	2005	-1	0	1	1
10224343	72	2005	-1	0	1	1
10224344	72	2005	-1	0	1	1
10224345	72	2005	-1	0	1	1
10224346	72	2005	-1	0	1	1
10224347	72	2005	-1	0	1	1
10224348	72	2005	-1	0	1	1
10224351	168	2005	-1	0	1	1
10224352	168	2005	-1	0	1	1
10224353	168	2005	-1	0	1	1
10224354	168	2005	-1	0	1	1
10224355	168	2005	-1	0	1	1
10224356	168	2005	-1	0	1	1
10224357	168	2005	-1	0	1	1
10224358	168	2005	-1	0	1	1
10224361	720	2005	-1	0	1	1
10224362	720	2005	-1	0	1	1
10224363	720	2005	-1	0	1	1
10224364	720	2005	-1	0	1	1
10224365	720	2005	-1	0	1	1
10224366	720	2005	-1	0	1	1
10224367	720	2005	-1	0	1	1
10224368	720	2005	-1	0	1	1
10224371	2160	2005	-1	0	1	1
10224372	2160	2005	-1	0	1	1
10224373	2160	2005	-1	0	1	1
10224374	2160	2005	-1	0	1	1
10224375	2160	2005	-1	0	1	1
10224376	2160	2005	-1	0	1	1
10224377	2160	2005	-1	0	1	1
10224378	2160	2005	-1	0	1	1
10224381	-1	2005	-1	0	1	1
10224382	-1	2005	-1	0	1	1
10224383	-1	2005	-1	0	1	1
10224384	-1	2005	-1	0	1	1
10224385	-1	2005	-1	0	1	1
10224386	-1	2005	-1	0	1	1
10224387	-1	2005	-1	0	1	1
10224388	-1	2005	-1	0	1	1
10224391	168	2005	-1	0	1	1
10224392	168	2005	-1	0	1	1
10224393	168	2005	-1	0	1	1
10224394	168	2005	-1	0	1	1
10224395	168	2005	-1	0	1	1
10224396	168	2005	-1	0	1	1
10224397	168	2005	-1	0	1	1
10224398	168	2005	-1	0	1	1
10224401	168	2005	-1	0	1	1
10224402	168	2005	-1	0	1	1
10224403	168	2005	-1	0	1	1
10224404	168	2005	-1	0	1	1
10224405	168	2005	-1	0	1	1
10224406	168	2005	-1	0	1	1
10224407	168	2005	-1	0	1	1
10224408	168	2005	-1	0	1	1
10224411	-1	2005	-1	0	1	1
10224412	-1	2005	-1	0	1	1
10224413	-1	2005	-1	0	1	1
10224414	-1	2005	-1	0	1	1
10224415	-1	2005	-1	0	1	1
10224416	-1	2005	-1	0	1	1
10224417	-1	2005	-1	0	1	1
10224418	-1	2005	-1	0	1	1
10224421	-1	2005	-1	0	1	1
10224422	-1	2005	-1	0	1	1
10224423	-1	2005	-1	0	1	1
10224424	-1	2005	-1	0	1	1
10224425	-1	2005	-1	0	1	1
10224426	-1	2005	-1	0	1	1
10224427	-1	2005	-1	0	1	1
10224428	-1	2005	-1	0	1	1
10224429	-1	2005	-1	0	1	1
10224431	-1	2005	-1	0	1	1
10224432	-1	2005	-1	0	1	1
10224433	-1	2005	-1	0	1	1
10224434	-1	2005	-1	0	1	1
10224435	-1	2005	-1	0	1	1
10224436	-1	2005	-1	0	1	1
10224437	-1	2005	-1	0	1	1
10224438	-1	2005	-1	0	1	1
10224441	-1	2005	-1	0	1	1
10224442	-1	2005	-1	0	1	1
10224443	-1	2005	-1	0	1	1
10224444	-1	2005	-1	0	1	1
10224445	-1	2005	-1	0	1	1
10224446	-1	2005	-1	0	1	1
10224447	-1	2005	-1	0	1	1
10224448	-1	2005	-1	0	1	1
10224451	-1	2005	-1	0	1	1
10224452	-1	2005	-1	0	1	1
10224453	-1	2005	-1	0	1	1
10224454	-1	2005	-1	0	1	1
10224455	-1	2005	-1	0	1	1
10224456	-1	2005	-1	0	1	1
10224457	-1	2005	-1	0	1	1
10224458	-1	2005	-1	0	1	1
10224459	-1	2005	-1	0	1	1
10224461	-1	2005	-1	0	1	1
10224462	-1	2005	-1	0	1	1
10224463	-1	2005	-1	0	1	1
10224464	-1	2005	-1	0	1	1
10224465	-1	2005	-1	0	1	1
10224466	-1	2005	-1	0	1	1
10224467	-1	2005	-1	0	1	1
10224468	-1	2005	-1	0	1	1
10224471	-1	2005	-1	0	1	1
10224472	-1	2005	-1	0	1	1
10224473	-1	2005	-1	0	1	1
10224474	-1	2005	-1	0	1	1
10224475	-1	2005	-1	0	1	1
10224476	-1	2005	-1	0	1	1
10224477	-1	2005	-1	0	1	1
10224478	-1	2005	-1	0	1	1
10224479	-1	2005	-1	0	1	1
10224481	720	2005	-1	0	1	1
10224482	720	2005	-1	0	1	1
10224483	720	2005	-1	0	1	1
10224484	720	2005	-1	0	1	1
10224485	720	2005	-1	0	1	1
10224486	720	2005	-1	0	1	1
10224487	720	2005	-1	0	1	1
10224491	2160	2005	-1	0	1	1
10224492	2160	2005	-1	0	1	1
10224493	2160	2005	-1	0	1	1
10224494	2160	2005	-1	0	1	1
10224495	2160	2005	-1	0	1	1
10224496	2160	2005	-1	0	1	1
10224497	2160	2005	-1	0	1	1
10300000	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300001	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300002	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300003	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300004	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300005	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300006	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300007	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
10300100	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® H¤p Huyªt cüa ð¯i phß½ng	0	1	0
10300101	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0
10300102	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng r½i vào trÕng thái Phá Tri«n	0	1	0
10300103	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® H¤p Huyªt cüa ð¯i phß½ng	0	1	0
10300104	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0
10300105	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng r½i vào trÕng thái Phá Tri«n	0	1	0
10300106	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® H¤p Huyªt cüa ð¯i phß½ng	0	1	0
10300107	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0
10300108	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng r½i vào trÕng thái Phá Tri«n	0	1	0
10300109	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® H¤p Huyªt cüa ð¯i phß½ng	0	1	0
10300110	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng b¸ giäm t¯c	0	1	0
10300111	-1	-1	#c00ff00Trang b¸: Khi ðánh trúng có tï l® khiªn ð¯i phß½ng r½i vào trÕng thái Phá Tri«n	0	1	0
10300400	-1	-1	#c00ff00 trang b¸: sau khi ðánh trúng ð¯i phß½ng s¨ có tï l® bÕo phát Hung Hång	0	1	0
