INT	INT	STRING	STRING	INT	INT	INT	STRING
227	16	 Tình Thánh 	999 bông h°ng	19	1	-1	999 ðóa mân côi, nam
228	16	Mai Quª Tiên TØ	999 bông h°ng	19	1	-1	999 ðóa mân côi, næ
229	17	 Ti­u Phï Nghîa Sî 	Các nghîa sî hß·ng Ñng l¶i kêu g÷i di®t tr× phiªn loÕn	30	1	-1	Ti­n hoành vû xßng hi®u
230	17	 Phá Phï Hi®p Sî 	Các hi®p sî hß·ng Ñng l¶i kêu g÷i ðánh tan th± phï cüa tri«u ðình	30	2	-1	Ti­n hoành vû xßng hi®u
231	17	 Tr¤n Phï Anh Hi®p 	Các anh hùng hi®p sî hß·ng Ñng l¶i kêu g÷i áp th± phï	30	3	-1	Ti­n hoành vû xßng hi®u
232	17	 Thiên HÕ Phï Kiªn S¥u 	Làm b÷n phï trong thiên hÕ nghe phäi run sþ th¤y phäi lo l¡ng	30	4	-1	Ti­n hoành vû xßng hi®u
233	18	 Hành Giä Vô Song 	Ð÷c vÕn quy¬n thß, hành vÕn lý lµ, thiên hÕ vô song!	31	1	-1	Anh hùng nhâm vø
234	18	 T¸ch M¸ch Cao Thü 	Võ lâm cao thü, ðµc lai ðµc vãng, v¤n ðïnh giang h°!	32	2	-1	Anh hùng nhâm vø
235	18	 Vô Ð¸ch Hi®p Khách 	Hi®p can nghîa ðäm, thiên hÕ vô ð¸ch, chï c¥u nh¤t bÕi!	33	3	-1	Anh hùng nhâm vø
236	18	 Cái Thª Anh Hùng 	Anh hùng cái thª, danh tr¤n hoàn vû, vÕn c± lßu phß½ng!	34	4	-1	Anh hùng nhâm vø
237	19	 Ti­u Phï Du Kích Tß½ng Quân 	Sáu v¸ anh hùng tr× di®t Kính H° thüy phï ð¥u lînh!	35	1	-1	Kính h° ti­u phï
238	19	 Ti­u Phï Phá L² Tß½ng Quân 	Mß¶i tám v¸ anh hùng tr× di®t Kính H° thüy phï ð¥u lînh!	35	2	-1	Kính h° ti­u phï
239	19	 Ti­u Phï Xa KÜ Tß½ng Quân 	Nåm mß½i v¸ anh hùng tr× di®t Kính H° thüy phï ð¥u lînh!	35	3	-1	Kính h° ti­u phï
240	19	 Ti­u Phï ÐÕi Tß½ng Quân 	Tråm v¸ anh hùng tr× di®t Kính H° thüy phï ð¥u lînh!	35	4	-1	Kính h° ti­u phï
241	20	 Cñc Ph¦m Phi Mao Th¯i 	Xªp 3 hÕng ð¥u trong sñ ki®n chÕy ðua Rùa Thö.	37	1	168	Quy thö tái bào
242	21	$u# Quan Nµi H¥u 	Bang hµi tß¾c v¸ s½ c¤p, Trß½ng Liêu ban tß¾c hi®u Quan Nµi H¥u.	38	1	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
243	21	$u# Ðình H¥u 	Bang hµi tß¾c v¸ s½ c¤p, Quan Vû ban tß¾c hi®u Hán Th÷ Ðình H¥u. 	38	2	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
244	21	$u# Hß½ng H¥u 	Bang hµi tß¾c v¸ trung c¤p, Tß Mã Ý ban tß¾c hi®u An Qu¯c Hß½ng H¥u.	38	3	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
245	21	$u# Huy«n H¥u 	Bang hµi tß¾c v¸ trung c¤p, Gia Cát Lßþng ban tß¾c hi®u Võ Hß½ng Huy®n H¥u.	38	4	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
246	21	$u# Qu§n H¥u 	Bang hµi tß¾c v¸ trung c¤p, Dß½ng H² ban tß¾c hi®u Nam Thành Qu§n H¥u.	38	5	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
247	21	$u# Huy«n Công 	Bang hµi tß¾c v¸ cao c¤p, Lßu Thi«n ban trß¾c hi®u An LÕc Huy®n Công.	38	6	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
248	21	$u# Qu§n Công 	Bang hµi tß¾c v¸ cao c¤p, Tôn Quy«n ban trß¾c hi®u Ngô Qu§n Qu§n Công.	38	7	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
249	21	$u# Qu¯c Công 	Bang hµi tß¾c v¸ cao c¤p, Tß Mã Chiêu ban trß¾c hi®u T¤n Qu¯c Công.	38	8	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
250	21	$u# Qu§n Vß½ng 	Bang hµi tß¾c v¸ siêu c¤p, Lßu B¸ ban tß¾c hi®u Hán Trung Vß½ng	38	9	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
251	21	$u# Thân Vß½ng 	Bang hµi tß¾c v¸ siêu c¤p, Tào Tháo ban tß¾c hi®u NguÜ Vß½ng.	38	10	-1	Bang phái c¯ng hiªn ðµ xßng hi®u
252	22	 Liên Träm Cu°ng Khách 	S¯ ngß¶i giªt nhi«u nh¤t trong 1 cuµc chinh phÕt bang hµi. 	39	1	168	Bang chiªn hoÕch ð¡c ðích xßng hi®u
253	22	 Siêu C¤p Kì Thü 	Chiªm c¶ nhi«u nh¤t trong 1 cuµc chinh phÕt bang hµi. 	40	1	168	Bang chiªn hoÕch ð¡c ðích xßng hi®u
254	22	 Sßu Bäo Chuyên Gia 	Thu th§p tß ngu°n nhi«u nh¤t trong 1 cuµc chinh phÕt bang hµi. 	41	1	168	Bang chiªn hoÕch ð¡c ðích xßng hi®u
255	23	 LÕc Dß½ng Thành Chü 	Dña vào thñc lñc chiªm thành LÕc Dß½ng m¾i có xßng hi®u quang vinh. 	42	1	-1	LÕc dß½ng npc chu nhiên xØ lînh thü ðích thành th¸ xßng hi®u
256	24	 Phiªu Mi¬u Chi Phong Mang S½ Hi®n 	Ðã khiêu chiªn anh hùng tÕi Phiêu Mi¬u Phong thành công!	43	1	-1	Thiêu chiªn phiªu mi¬u phong hoÕch ð¡c ðích xßng hi®u
257	24	 Phiªu Mi¬u Chi Hi®u Tình Vô Song 	Nhi«u l¥n khiêu chiªn anh hùng · Phiêu Mi¬u Phong thành công!	43	2	-1	Thiêu chiªn phiªu mi¬u phong hoÕch ð¡c ðích xßng hi®u
258	24	 Phiªu Mi¬u Chi Chiªn Vô B¤t Th¡ng 	Anh hùng · Phiêu Mi¬u Phong Chiªn Vô B¤t Th¡ng!	43	3	-1	Thiêu chiªn phiªu mi¬u phong hoÕch ð¡c ðích xßng hi®u
259	24	 Phiªu Mi¬u Chi Ngã Ý Túng Hoành 	Anh hùng S¤t Trá Phong Vân · Phiêu Mi¬u Phong!	43	4	-1	Thiêu chiªn phiªu mi¬u phong hoÕch ð¡c ðích xßng hi®u
260	25	 Quäng Møc Thiên Vß½ng 	Phäi ðánh bÕi t¤t cä Sát Tinh 1 l¥n!	44	1	-1	Sát tinh phó b±n xßng hi®u
261	25	 Ða Vån Thiên Vß½ng 	Phäi ðánh bÕi t¤t cä Sát Tinh 10 l¥n!	44	2	-1	Sát tinh phó b±n xßng hi®u
262	25	 Tång Trß¶ng Thiên Vß½ng 	Phäi ðánh bÕi t¤t cä Sát Tinh 50 l¥n!	44	3	-1	Sát tinh phó b±n xßng hi®u
263	25	 Trì Qu¯c Thiên Vß½ng 	Phäi ðánh bÕi t¤t cä Sát Tinh 200 l¥n!	44	4	-1	Sát tinh phó b±n xßng hi®u
264	26	 Phßþng Hoàng C± Thành Phách Chü 	Anh hùng giành ðßþc th¡ng lþi Phøng Hoàng Bình Nguyên!	48	1	-1	Phßþng hoàng bình nguyên thành chiªn th¡ng lþi hoÕch ð¡c ðích xßng hi®u
265	27	 Ðång Ðß¶ng Nh§p Th¤t 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 3	49	2	-1	Tu luy®n xßng hi®u
266	27	 HÕc L§p Kê Qu¥n 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 4	49	3	-1	Tu luy®n xßng hi®u
267	27	 Giá Khinh Tñu Thøc 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 5	49	4	-1	Tu luy®n xßng hi®u
268	27	 Phi Bï T¥m Thß¶ng 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 6	49	5	-1	Tu luy®n xßng hi®u
269	27	 Ðång Phong TÕo Cñc 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 7	49	6	-1	Tu luy®n xßng hi®u
270	27	 Kî Quan Qu¥n Hùng 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 8	49	7	-1	Tu luy®n xßng hi®u
271	27	 Nh¤t ÐÕi Tông Sß 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 9	49	8	-1	Tu luy®n xßng hi®u
272	27	 Ch¤n C± Thß¾c Kim 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 10	49	9	-1	Tu luy®n xßng hi®u
273	27	 Siêu Phàm Nh§p Thánh 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 11	49	10	-1	Tu luy®n xßng hi®u
274	27	 Siêu Phàm Nh§p Thánh # Ngû Hành Cß¶ng Giä 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n Ngû Hành Bäo Ði¬n cao nh¤t hi®n tÕi ðÕt t¥ng 12	49	11	-1	Tu luy®n xßng hi®u
275	27	 Siêu Phàm Nh§p Thánh # Vô Nhai Cß Sî 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n Vô Nhai Di Thß cao nh¤t hi®n tÕi ðÕt t¥ng 12	49	11	-1	Tu luy®n xßng hi®u
276	27	 Thiên Nhân Hþp Nh¤t 	Xßng hi®u nh§n ðßþc khi cänh gi¾i tu luy®n cao nh¤t hi®n tÕi ðÕt t¥ng 12	49	12	-1	Tu luy®n xßng hi®u
277	28	 Giang Nam Hi®p Sî 	Nam ð® tØ s½ c¤p phái Mµ Dung.	21	1	-1	Sß môn c¯ng hiªn
278	28	 Phøc Qu¯c Dûng Sî 	Nam ð® tØ trung c¤p phái Mµ Dung.	21	2	-1	Sß môn c¯ng hiªn
279	28	 Phø Qu¯c Mßu Sî 	Nam ð® tØ cao c¤p phái Mµ Dung.	21	3	-1	Sß môn c¯ng hiªn
280	28	 Yªn Hoàng Di MÕch 	Nam ð® tØ tß thâm phái Mµ Dung.	21	4	-1	Sß môn c¯ng hiªn
281	28	 Giang Nam Hi®p Næ 	Næ ð® tØ s½ c¤p phái Mµ Dung.	21	1	-1	Sß môn c¯ng hiªn
282	28	 Mính Hß½ng Hi®p Næ 	Næ ð® tØ trung c¤p phái Mµ Dung.	21	2	-1	Sß môn c¯ng hiªn
283	28	 Huy«n V§n Hi®p Næ 	Næ ð® tØ cao c¤p phái Mµ Dung.	21	3	-1	Sß môn c¯ng hiªn
284	28	 Si Tình H°ng Nhan 	Næ ð® tØ tß thâm phái Mµ Dung.	21	4	-1	Sß môn c¯ng hiªn
285	29	 Nh¤t Kiªm Khuynh Thiên HÕ 	Môn phái giành ðßþc quán quân trong cuµc thi cá nhân và cuµc thi môn phái cüa Hoa S½n Lu§n Kiªm	50	1	48	Hoa s½n lu§n kiªm xßng hi®u
286	30	 Thi¬u Lâm Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	51	1	48	Hoa s½n lu§n kiªm xßng hi®u
287	30	 Minh Giáo Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	52	1	48	Hoa s½n lu§n kiªm xßng hi®u
288	30	 Cái Bang Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	53	1	48	Hoa s½n lu§n kiªm xßng hi®u
289	30	 Vû Ðß½ng Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	54	1	48	Hoa s½n lu§n kiªm xßng hi®u
290	30	 Nga Mi Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	55	1	48	Hoa s½n lu§n kiªm xßng hi®u
291	30	 Tinh Túc Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	56	1	48	Hoa s½n lu§n kiªm xßng hi®u
292	30	 Thiên Long Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	57	1	48	Hoa s½n lu§n kiªm xßng hi®u
293	30	 Thiên S½n Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	58	1	48	Hoa s½n lu§n kiªm xßng hi®u
294	30	 Tiêu Diêu Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	59	1	48	Hoa s½n lu§n kiªm xßng hi®u
295	30	 Mµ Dung Thü T¸ch ÐÕi Ð® TØ 	Xßng hi®u nh§n ðßþc khi ðÑng trong 3 hÕng ð¥u trong cuµc thi cá nhân cüa Hoa S½n Lu§n Kiªm	60	1	48	Hoa s½n lu§n kiªm xßng hi®u
296	31	#G C¥u Mê 	Danh hi®u riêng, minh chÑng cüa ngß¶i mê c¥u	61	1	-1	C¥u mê tiªt nh§t hoÕt ðµng xßng hi®u
297	32	 Nhi®t Tâm C¥u Mê 	Xem cuµc so tài ðá c¥u l¾n Nhi®t Tâm C¥u Mê.	62	1	1440	Nam phi thª gi¾i bôi xßng hi®u
298	32	 Cao Ðoan C¥u Mê 	Cuµc tranh tài nhi®t tình Cao Ðoan C¥u Mê.	62	2	1440	Nam phi thª gi¾i bôi xßng hi®u
299	32	 Tß Thâm C¥u Ðª 	Bình lu§n cuµc tranh tài ðá c¥u Tß Thâm C¥u Ðª.	62	3	1440	Nam phi thª gi¾i bôi xßng hi®u
300	32	 Hoàng Kim C¥u Th¥n 	Giám ð¸nh và thß·ng thÑc tr§n c¥u Hoàng Kim C¥u Th¥n.	62	4	1440	Nam phi thª gi¾i bôi xßng hi®u
301	33	#G Ð® TØ 	Danh hi®u sß ð°	63	1	-1	Sß ð° xßng hi®u
302	34	#G ÐÕi Chß·ng QuÛ 	Danh hi®u Chü Ti®m Thß½ng Hµi CØu Châu	64	1	-1	CØu châu thß½ng hµi xßng hi®u
303	35	 Nhß Hoa Tñ Ng÷c 	Dung mÕo xinh ð©p nhß hoa nhß ng÷c, khiªn hoa cûng phäi nhß¶ng, nguy®t cûng phäi th©n.	21	1	-1	2010 niên th¤t t¸ch xßng hi®u
304	35	 Khí Vû B¤t Phàm 	Tß¾ng mÕo, khí khái b¤t phàm, ðªn ðâu cûng ðßþc m÷i ngß¶i tán dß½ng kính n¬.	21	1	-1	2010 niên th¤t t¸ch xßng hi®u
305	36	 Qu¯c S¡c Thiên Hß½ng 	Chim sa cá l£n, vinh di®u thu cúc, hoa m§u xuân tùng, quä là b§c qu¯c s¡c thiên hß½ng.	21	2	-1	2010 niên th¤t t¸ch xßng hi®u
306	36	 Phong Lßu Thích Thäng 	Có tài nhßng không câu n® l­ pháp, chï v¾i mµt l¶i nói mµt cØ chï, cûng có th¬ khiªn bao næ hi®p ðµng lòng.	21	2	-1	2010 niên th¤t t¸ch xßng hi®u
307	37	 Khuynh Qu¯c Khuynh Thành 	B¡c phß½ng hæu giai nhân, tuy®t thª nhi ðµc l§p, nh¤t c¯ khuynh nhân thành, tái c¯ khuynh nhân qu¯c. Ninh b¤t tri khuynh thành dæ khuynh qu¯c, giai nhân nan tái ð¡c.	21	3	-1	2010 niên th¤t t¸ch xßng hi®u
308	37	 Ng÷c Thø Lâm Phong 	Khí ch¤t siêu phàm, tß¾ng mÕo vßþt Phan An, khiªn cho vô s¯ næ hi®p ái mµ.	21	3	-1	2010 niên th¤t t¸ch xßng hi®u
309	38	 Quan Tuy®t Nh¤t Thì 	M¾i bß¾c vào thª gi¾i th¶i trang, bß¾c ð¥u träi nghi®m cäm giác m¾i lÕ cüa th¶i trang.	69	1	-1	Y quÛ h® th¯ng
310	38	 Hà Quang Th§p S¡c 	Theo sát trào lßu th¶i trang, các hÕ chính là ngß¶i sành ði®u trong th¶i trang.	69	2	-1	Y quÛ h® th¯ng
311	38	 Lång La Bách NÕp 	M²i trào lßu th¶i trang ð«u th¤y có bóng dáng cüa các hÕ.	69	3	-1	Y quÛ h® th¯ng
312	38	 C¦m Hüy Thiên Ba 	Dùng phong cách th¶i trang thanh l¸ch tinh tª ð¬ dçn d¡t xu hß¾ng th¶i trang, ði ðªn ðâu cûng là tâm ði¬m chú ý.	69	4	-1	Y quÛ h® th¯ng
313	39	 Quá Hà T¯t 	Träm ð¸ch ðoÕt tr§n, sî binh dûng cäm tiªn t¾i, là chü lñc trong chiªn trß¶ng 	70	1	-1	T¯ng liêu ðÕi chiªn
314	39	 Quäi Cß¾c Mã 	Vßþt qua ngàn d£m xông pha chiªn trß¶ng, là tinh anh trên chiªn trß¶ng.	70	2	-1	T¯ng liêu ðÕi chiªn
315	39	 Cách S½n Pháo 	Chiªn th¡ng ngàn d£m, là tß¾ng lînh có chiªn công l¾n và là ngß¶i tài trên chiªn trß¶ng.	70	3	-1	T¯ng liêu ðÕi chiªn
316	39	 Túng Hoành Xa 	Tung hoành sa trß¶ng, là th¯ng soái tám phß½ng tiêu di®t kë ð¸ch, là tr÷ng tâm trên chiªn trß¶ng.	70	4	-1	T¯ng liêu ðÕi chiªn
317	39	 Qu¯c Sî Vô Song 	Là Vß½ng giä b¤t khä chiªn bÕi, là truy«n thuyªt trên chiªn  trß¶ng.	70	5	-1	T¯ng liêu ðÕi chiªn
318	40	 Ti¬u Hæu Danh Khí 	Trong vÕn d£m ai cûng biªt	71	1	-1	Häo hæu ðµng thái
319	40	 Thanh Danh V«­n Dß½ng 	Tr· nên n±i tiªng, m÷i ngß¶i ngßÞng mµ.	71	2	-1	Häo hæu ðµng thái
320	40	 Danh Th×a Thiên HÕ 	Vang danh tÑ häi, n±i tiªng kh¡p n½i	71	3	-1	Häo hæu ðµng thái
321	40	 Häi Nµi Hi®u Hi«n 	Trong kh¡p b¯n bi¬n, chï mình ta ðµc tôn.	71	4	-1	Häo hæu ðµng thái
322	41	 TÕo Hình Thiªt Kª Sß 	Ph¥n thß·ng thành tñu Danh hi®u TÕo Hình Thiªt Kª Sß	72	1	-1	Thành tñu h® th¯ng
323	42	 KÜ Thu§t ÐÕi Sß 	Ph¥n thß·ng thành tñu Danh hi®u KÜ Thu§t ÐÕi Sß	73	1	-1	Thành tñu h® th¯ng
324	43	 Bác H÷c Giä 	Ph¥n thß·ng Danh hi®u Thiên Long Bát Bµ Bát Sñ Thông Thành	74	1	-1	Thành tñu h® th¯ng
325	44	 Tham Hi¬m Gia 	Ph¥n thß·ng thành tñu Danh hi®u Nhà Thám Hi¬m	75	1	-1	Thành tñu h® th¯ng
326	45	 Cô Ðµc C¥u BÕi 	Ph¥n thß·ng Danh hi®u Cô Ðµc C¥u BÕi	76	1	-1	Thành tñu h® th¯ng
327	46	 Phßþng Hoàng C± Thành Ða Di®n Thü 		77	1	-1	Thành tñu h® th¯ng
328	47	 Trác Lµc Ða Di®n Thü 	Ph¥n thß·ng Danh hi®u thành tñu Trác Lµc Ða Tài	78	1	-1	Thành tñu h® th¯ng
329	48	 Ðan Thiêu Vß½ng 	Ph¥n thß·ng thành tñu Danh hi®u Ð½n Thiêu Vß½ng	79	1	-1	Thành tñu h® th¯ng
330	49	 Hoa S½n Lu§n Kiªm Ða Di®n Thü 	Ph¥n thß·ng thành tñu Danh hi®u Hoa S½n Lu§n Kiªm Ða Tài	80	1	-1	Thành tñu h® th¯ng
331	50	 Vû Lâm Minh Chü 	Ph¥n thß·ng thành tñu Danh hi®u Võ Lâm Minh Chü	81	1	-1	Thành tñu h® th¯ng
332	51	 Lao Ðµng T¯i Quang V«nh 	Ph¥n thß·ng thành tñu Danh hi®u Th§p HÕng Toàn Nång	82	1	-1	Thành tñu h® th¯ng
333	52	 ÐÕi Vån Hi®u 	Vån chß½ng lai láng, lßu truy«n thiên c±.	83	1	-1	Trung thu phú t×
334	53	 Ngû Thäi Tân Phân 	chï c¥n công phu thâm h§m?thiªt b²ng mài thành kim ?Danh hi®u sñ ki®n Thiªt B²ng Mài Thành Kim?	84	1	-1	Huy­n trang
335	53	 Quang Thäi ÐoÕt Møc 	Nhi«u màu h¤p dçn thu hút m÷i ngß¶i.	84	1	-1	Huy­n trang
336	53	 Huy­n Trang M¸ Änh 	Ð©p, th¥n bí th§t là r¤t có mê lñc.	84	1	-1	Huy­n trang
337	54	 Bách Biªn Tinh Linh 	Tùy Tâm s· døc, Tinh Linh bách biªn	85	1	-1	Huy­n trang
338	54	 Huyªn L® Ða Thäi 	Hoa l® sáng lÕng, muôn màu muôn vë	85	1	-1	Huy­n trang
339	54	 Thiên Biªn VÕn Hóa 	Ngàn loÕi huy­n giä do ta ch÷n, vÕn loÕi tháp ph¯i tùy ta biªn.	85	1	-1	Huy­n trang
340	55	AMD Phßþng Hoàng Giß½ng Cánh	Phøng Hoàng mµt khi giß½ng cánh nh¤t ð¸nh bay kh¡p tr¶i !	86	1	-1	Amdv«p ð£c quy«n tÕp
341	56	 Thiên Xäo Tinh 	Tên c¤p sao	87	1	-1	Giao lßu h® th¯ng
342	56	 Thiên Kh¯c Tinh 	Tên c¤p sao	87	2	-1	Giao lßu h® th¯ng
343	56	 Thiên BÕo Tinh 	Tên c¤p sao	87	3	-1	Giao lßu h® th¯ng
344	56	 Thiên Tu® Tinh 	Tên c¤p sao	87	4	-1	Giao lßu h® th¯ng
345	56	 Thiên Lao Tinh 	Tên c¤p sao	87	5	-1	Giao lßu h® th¯ng
346	56	 Thiên BÕi Tinh 	Tên c¤p sao	87	6	-1	Giao lßu h® th¯ng
347	56	 Thiên T±n Tinh 	Tên c¤p sao	87	7	-1	Giao lßu h® th¯ng
348	56	 Thiên Tµi Tinh 	Tên c¤p sao	87	8	-1	Giao lßu h® th¯ng
349	56	 Thiên Bình Tinh 	Tên c¤p sao	87	9	-1	Giao lßu h® th¯ng
350	56	 Thiên Kiªm Tinh 	Tên c¤p sao	87	10	-1	Giao lßu h® th¯ng
351	56	 Thiên Th÷ Tinh 	Tên c¤p sao	87	11	-1	Giao lßu h® th¯ng
352	56	 Thiên Th¯i Tinh 	Tên c¤p sao	87	12	-1	Giao lßu h® th¯ng
353	56	 Thiên CÑu Tinh 	Tên c¤p sao	87	13	-1	Giao lßu h® th¯ng
354	56	 Thiên V« Tinh 	Tên c¤p sao	87	14	-1	Giao lßu h® th¯ng
355	56	 Thiên Sát Tinh 	Tên c¤p sao	87	15	-1	Giao lßu h® th¯ng
356	56	 Thiên D¸ Tinh 	Tên c¤p sao	87	16	-1	Giao lßu h® th¯ng
357	56	 Thiên T¯c Tinh 	Tên c¤p sao	87	17	-1	Giao lßu h® th¯ng
358	56	 Thiên Không Tinh 	Tên c¤p sao	87	18	-1	Giao lßu h® th¯ng
359	56	 Thiên Hæu Tinh 	Tên c¤p sao	87	19	-1	Giao lßu h® th¯ng
360	56	 Thiên Ám Tinh 	Tên c¤p sao	87	20	-1	Giao lßu h® th¯ng
361	56	 Thiên Ti®p Tinh 	Tên c¤p sao	87	21	-1	Giao lßu h® th¯ng
362	56	 Thiên L§p Tinh 	Tên c¤p sao	87	22	-1	Giao lßu h® th¯ng
363	56	 Thiên Thß½ng Tinh 	Tên c¤p sao	87	23	-1	Giao lßu h® th¯ng
364	56	 Thiên Cô Tinh 	Tên c¤p sao	87	24	-1	Giao lßu h® th¯ng
365	56	 Thiên Mãn Tinh 	Tên c¤p sao	87	25	-1	Giao lßu h® th¯ng
366	56	 Thiên Phú Tinh 	Tên c¤p sao	87	26	-1	Giao lßu h® th¯ng
367	56	 Thiên Quý Tinh 	Tên c¤p sao	87	27	-1	Giao lßu h® th¯ng
368	56	 Thiên Anh Tinh 	Tên c¤p sao	87	28	-1	Giao lßu h® th¯ng
369	56	 Thiên Uy Tinh 	Tên c¤p sao	87	29	-1	Giao lßu h® th¯ng
370	56	 Thiên Mãnh Tinh 	Tên c¤p sao	87	30	-1	Giao lßu h® th¯ng
371	56	 Thiên Hùng Tinh 	Tên c¤p sao	87	31	-1	Giao lßu h® th¯ng
372	56	 Thiên Dûng Tinh 	Tên c¤p sao	87	32	-1	Giao lßu h® th¯ng
373	56	 Thiên Nhàn Tinh 	Tên c¤p sao	87	33	-1	Giao lßu h® th¯ng
374	56	 Thiên Ky Tinh 	Tên c¤p sao	87	34	-1	Giao lßu h® th¯ng
375	56	 Thiên Cß½ng Tinh 	Tên c¤p sao	87	35	-1	Giao lßu h® th¯ng
376	56	 Thiên Khôi Tinh 	Tên c¤p sao	87	36	-1	Giao lßu h® th¯ng
377	57	Bát Phß½ng NhÕn Môn Vô Song 	Công Quan NhÕn Môn, tuy®t thª vô song	88	1	-1	T¯ng liêu ðÕi chiªn
378	24	 Phiªu Mi¬u Chi Duy Ngã Ðµc Tôn 	Anh hùng b¤t bÕi trên Phiêu Diêu Phong!	43	5	-1	Thiêu chiªn phiªu mi¬u phong hoÕch ð¡c ðích xßng hi®u
379	27	 Siêu Phàm Nh§p Thánh # HÕo Thiên Tôn Giä 	Hi®n nay mÑc tu luy®n cao nh¤t ðÕt c¤p 12 s¨ nh§n danh hi®u HÕo Thiên Chân Kinh	49	11	-1	Tu luy®n xßng hi®u
380	1000	 Mê Chi Truy Trøc Giä 	Nguyên Tiêu Ðång Mê Liên Liên Khán HoÕt Ðµng Ðích Xßng Hi®u Tß·ng L®. Giäi Mê ÐÕt Nhân Ðích Tßþng Chinh.	100	1	-1	Nguyên tiêu ðång mê liên liên khán
381	1000	 Mê Nh¤t DÕng Nhân 	Nguyên Tiêu Ðång Mê Liên Liên Khán HoÕt Ðµng Ðích Xßng Hi®u Tß·ng L®. Giäi Mê Chuyên Gia Ðích Tßþng Chinh.	100	2	-1	Nguyên tiêu ðång mê liên liên khán
382	1000	 Siêu V«®t Mê Nhân 	Nguyên Tiêu Ðång Mê Liên Liên Khán HoÕt Ðµng Ðích Xßng Hi®u Tß·ng L®. Giäi Mê Siêu Nhân Ðích Tßþng Chinh.	100	3	-1	Nguyên tiêu ðång mê liên liên khán
383	1001	 Ð¤u TØu H÷c Sî 	Tài Cao Bát Ð¤u, TØu Khí Hoành Thiên.	101	1	-1	Thiên bôi b¤t túy
384	1001	 Thiên Bôi B¤t Túy 	Bách Niên Tr¥n NhßÞng, Thiên Bôi Hà Túc.	101	2	-1	Thiên bôi b¤t túy
385	1001	 Thiên HÕ Ð® Nh¤t ÐÕi TØu Hi®u 	TØu Tiên Thánh Danh, Xá Ngã Kì Thùy.	101	3	-1	Thiên bôi b¤t túy
