INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																																																																																																																																																																																																																																																	
180	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501151	1	-1	200	100	#G	30501152	1	-1	200	100	#G	30501153	1	-1	200	100	#G	30501132	1	-1	200	100	#G	30501133	1	-1	200	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
181	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30503024	1	-1	1	100	#G	30503022	1	-1	1	100	#G	30501134	1	-1	1	100	#G	30501135	1	-1	1	100	#G	30501113	1	-1	1	100	#G	30501137	1	-1	1	100	#G	30501144	1	-1	1	100	#G	30501151	1	-1	1	100		30501152	1	-1	1	100		30501153	1	-1	1	100		30501132	1	-1	1	100		30501133	1	-1	1	100																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
182	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30008039	1	-1	560	80		30008020	1	-1	560	100		30008035	1	-1	560	100		30008036	1	-1	560	100		30008040	1	-1	560	100	#G	30008041	1	-1	560	100	#G	30008042	1	-1	560	100	#G	30008043	1	-1	560	100	#G	30008068	1	-1	560	100	#G	30008095	1	-1	560	100	#G	30008104	1	-1	560	100	#G	30008113	1	-1	560	100	#G	30008118	1	-1	560	100	#G	30008129	1	-1	560	100	#G																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
183	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302502	1	-1	100	100		30302505	1	-1	100	100		30302508	1	-1	100	100		30302511	1	-1	100	100		30302514	1	-1	100	100		30302517	1	-1	100	100		30302520	1	-1	100	100		30302523	1	-1	100	100		30302526	1	-1	100	100		30004483	1	-1	100	100		30004471	1	-1	100	100		30004472	1	-1	100	100		30004473	1	-1	100	100		30004474	1	-1	100	100		30004475	1	-1	100	100		30004476	1	-1	100	100		30004477	1	-1	100	100		30004478	1	-1	100	100		30004479	1	-1	100	100		30004480	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
184	40	0	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302533	1	-1	100	100		30302534	1	-1	100	100		30302535	1	-1	100	100		30302536	1	-1	100	100		30302537	1	-1	100	100		30302538	1	-1	100	100		30302539	1	-1	100	100		30302540	1	-1	100	100		30302541	1	-1	100	100		30302542	1	-1	100	100		30302543	1	-1	100	100		30302544	1	-1	100	100		30302545	1	-1	100	100		30302546	1	-1	100	100		30302547	1	-1	100	100		30302548	1	-1	100	100		30302549	1	-1	100	100		30302550	1	-1	100	100		30302551	1	-1	100	100		30302552	1	-1	100	100		30302553	1	-1	100	100		30302554	1	-1	100	100		30302555	1	-1	100	100		30302556	1	-1	100	100		30302557	1	-1	100	100		30302558	1	-1	100	100		30302559	1	-1	100	100		30302560	1	-1	100	100		30302561	1	-1	100	100		30302562	1	-1	100	100		30302563	1	-1	100	100		30302564	1	-1	100	100		30302565	1	-1	100	100		30302566	1	-1	100	100		30302567	1	-1	100	100		30302568	1	-1	100	100		30302569	1	-1	100	100		30302570	1	-1	100	100		30302571	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																																						
185	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141012	1	-1	100	100		30308061	1	1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
186	40	0	1	9	1	1	1	0	1	7200000	2	1	../Public/Config/RandShop/shuhe_randgemshop.ini	0	1	0	96	97	98	100	200	300	400	500	0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0			100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
187	40	120	1	9	1	1	1	1	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505056	1	20	100	100		30505057	1	20	100	100		30505058	1	20	100	100		30505059	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30508081	1	20	100	100		30508091	1	20	100	100		30506061	1	20	100	100		30506071	1	20	100	100		30506081	1	20	100	100		30506091	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		30507081	1	20	100	100		30507091	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
188	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50521001	1	-1	50000	100	#G	50521002	1	-1	50000	100	#G	50521003	1	-1	50000	100	#G	50521004	1	-1	50000	100	#G	50513006	1	-1	50000	100		50501001	1	-1	50000	100		50501002	1	-1	50000	100		50502005	1	-1	50000	100		50502006	1	-1	50000	100		50502007	1	-1	50000	100		50502008	1	-1	50000	100		50503001	1	-1	50000	100		50504002	1	-1	50000	100		50511001	1	-1	50000	100		50511002	1	-1	50000	100		50512005	1	-1	50000	100		50512006	1	-1	50000	100		50512007	1	-1	50000	100		50512008	1	-1	50000	100		50513001	1	-1	50000	100		50513002	1	-1	50000	100		50513003	1	-1	50000	100		50513004	1	-1	50000	100		50513005	1	-1	50000	100		50514001	1	-1	50000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																										
189	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008053	1	-1	8888	100		30504119	1	-1	9800	60	#G	30504120	1	-1	6261	46	#G	50321001	1	-1	1260	100	#G	50321002	1	-1	1260	100	#G	50321003	1	-1	1260	100	#G	50321004	1	-1	1260	100	#G	30008002	1	-1	60	100		30008003	1	-1	76	50		30008034	1	-1	160	50		30008048	1	-1	1600	50		30900015	1	-1	38000	100		30900016	1	-1	3980000	100		30900010	1	-1	98	100		30501170	1	-1	200	25	#G	30900006	1	-1	55	100		30900045	1	-1	550	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30502002	10	-1	400	100		30008018	1	-1	60	100		50301001	1	-1	420	100		50301002	1	-1	420	100		50302001	1	-1	420	100		50302002	1	-1	420	100		50302003	1	-1	420	100		50302004	1	-1	420	100		50303001	1	-1	420	100		30505107	11	-1	20000	100		30008007	1	-1	200	50		30008030	1	-1	1000	100		30008009	1	-1	80	100		30501356	1	-1	80	100	#G	30501167	1	-1	80	100	#G	30900038	1	-1	80	50		30900039	1	-1	400	20		10141114	1	-1	588	100		30308037	1	-1	1	100		20109006	1	-1	48	100		20109007	1	-1	56	100		20109008	1	-1	64	100		20109009	1	-1	72	100		20109010	1	-1	80	100		30503017	1	-1	39	100		30503018	1	-1	55	100		30503019	1	-1	72	100		30503020	1	-1	98	100	#G	30509014	1	-1	5888	100																																																																																																																																																																																																																																																																														
190	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30509023	1	-1	1000	100		30509021	1	-1	1000	100		30509024	1	-1	1000	100		30509016	1	-1	1000	100		30509020	1	-1	1000	100		30509015	1	-1	1000	100		30509017	1	-1	1000	100		30509018	1	-1	1000	100		30509019	1	-1	1000	100		30505040	1	-1	1000	100		30505035	1	-1	1000	100		30505036	1	-1	1000	100		30505037	1	-1	1000	100		30505038	1	-1	1000	100		30505039	1	-1	1000	100		30505034	1	-1	1000	100		30505041	1	-1	1000	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
191	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30509115	1	-1	1000	100	#G	30509116	1	-1	1000	100	#G	30505283	1	-1	1000	100	#G	30505284	1	-1	1000	100	#G	30509094	1	-1	1000	100	#G	30509095	1	-1	1000	100	#G	30509085	1	-1	1000	100		30509076	1	-1	1000	100		30509054	1	-1	1000	100		30509056	1	-1	1000	100		30509055	1	-1	1000	100		30509057	1	-1	1000	100		30509058	1	-1	1000	100		30509059	1	-1	1000	100		30509060	1	-1	1000	100		30509061	1	-1	1000	100		30509062	1	-1	1000	100		30509026	1	-1	1000	100		30509025	1	-1	1000	100		30509028	1	-1	1000	100		30509037	1	-1	1000	50		30509038	1	-1	1000	50		30509027	1	-1	1000	100		30509063	1	-1	1000	100		30509064	1	-1	1000	100		30509065	1	-1	1000	100		30509067	1	-1	1000	100		30509068	1	-1	1000	100		30509069	1	-1	1000	100		30509070	1	-1	1000	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																																																																																																																				
192	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30509012	1	-1	1000	100		30509083	1	-1	1000	100	#G	30509071	1	-1	1000	100	#G	30509052	1	-1	1000	100	#G	30509029	1	-1	1000	100	#G	30509030	1	-1	1000	100		30509032	1	-1	1000	100		30509036	1	-1	1000	100		30509033	1	-1	1000	100		30509066	1	-1	1000	100	#G	30509031	1	-1	1000	100		30509035	1	-1	1000	100		0	1	-1	100	100																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
193	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20109012	1	-1	120	100		20109101	1	-1	30000	90	#G	30900009	1	-1	24	100		30900010	1	-1	8	100		30900037	1	-1	16	100		30900038	1	-1	40	50		30900039	1	-1	80	20		30900040	1	-1	400	20		30900041	1	-1	500	20		30900042	1	-1	600	20		30900043	1	-1	700	20		30900026	1	-1	40	100		30900027	1	-1	80	100		30900028	1	-1	120	100		30900029	1	-1	200	100		30900030	1	-1	360	100		30900031	1	-1	600	100		30900032	1	-1	920	100	#G	30900033	1	-1	1400	100		30900044	1	-1	800	100		30900034	1	-1	1600	100		20109001	1	-1	10	100		20109002	1	-1	20	100		20109003	1	-1	30	100		20109004	1	-1	40	100		20109005	1	-1	50	100		20109006	1	-1	60	100		20109007	1	-1	70	100		20109008	1	-1	80	100		20109009	1	-1	90	100		20109010	1	-1	100	100		20109011	1	-1	110	100		20109012	1	-1	120	100		20109013	1	-1	130	100		20109014	1	-1	140	100		20109015	1	-1	150	100																																																																																																																																																																																																																																																																																																																																																						
194	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	39990000	1	-1	80000	100		39990001	1	-1	80000	100		39990002	1	-1	80000	100		39990003	1	-1	80000	100		39990004	1	-1	80000	100		39990005	1	-1	80000	100		39990006	1	-1	80000	100		39990007	1	-1	80000	100		39990008	1	-1	80000	100		39990009	1	-1	80000	100		39990010	1	-1	80000	100		39990011	1	-1	80000	100		39990106	1	-1	1980	100		39990091	1	-1	1980	100		30309881	1	-1	3000	100		39990038	1	-1	1120	100		39990040	1	-1	3734	100		39990064	1	-1	7520	100		30309734	1	-1	7520	100		39990067	1	-1	1980	100		39990055	1	-1	1980	100		39990056	1	-1	1980	100		39990061	1	-1	1520	100		30309754	1	-1	1520	100		39990080	1	-1	1120	100		39990088	1	-1	3050	100		39990077	1	-1	3050	100		39990066	1	-1	1176	100		39990087	1	-1	1000	100		39990086	1	-1	1160	100		30309032	1	-1	2000	100		30309031	1	-1	2000	100		30309034	1	-1	2000	100		30309035	1	-1	2000	100		30309036	1	-1	2000	100		30309163	1	-1	1000	100		30309164	1	-1	1000	100		30309165	1	-1	1000	100		30309166	1	-1	1000	100		30309167	1	-1	1000	100		30309168	1	-1	1000	100		30309169	1	-1	1000	100		30309170	1	-1	1000	100		30309171	1	-1	1000	100		30309172	1	-1	1000	100		30309173	1	-1	1000	100		30309174	1	-1	1000	100		30309175	1	-1	1000	100		30309179	1	-1	1000	100		30309181	1	-1	1000	100		0	1	-1	1000	100		30909185	1	-1	1000	100		30909187	1	-1	1000	100		30909189	1	-1	1000	100		30909191	1	-1	1000	100		30909193	1	-1	1000	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																																																																																																																																																																										
195	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	60	100		30008003	1	-1	38	100		30008016	1	-1	24	100		30503017	1	-1	39	100		30503018	1	-1	55	100		30503019	1	-1	72	100		30503020	1	-1	300	100	#G	30503012	1	-1	39	100		30607000	1	-1	6	100		30607001	1	-1	11	100		30606002	1	-1	38	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30502002	10	-1	400	100		30503021	1	-1	600	100		30502003	1	-1	1000	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100																																																																																																																																																																																																																																																																																																
196	40	0	1	8	1	1	1	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302121	1	-1	100	100		30302122	1	-1	100	100		30302123	1	-1	100	100		30302124	1	-1	100	100		30302125	1	-1	100	100		30302126	1	-1	100	100		30302127	1	-1	100	100		30302128	1	-1	100	100		30302129	1	-1	100	100		30302130	1	-1	100	100		30302131	1	-1	100	100		30302132	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	#G	0	1	-1	100	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	84		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
197	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
198	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	1	100	#G	30501186	1	-1	1	100	#G	30501195	1	-1	1	100	#G	30501204	1	-1	1	100	#G	30501213	1	-1	1	100	#G	30501222	1	-1	1	100	#G	30501231	1	-1	1	100	#G	30501240	1	-1	1	100	#G	30501178	1	-1	1	100	#G	30501187	1	-1	1	100	#G	30501196	1	-1	1	100	#G	30501205	1	-1	1	100	#G	30501214	1	-1	1	100	#G	30501223	1	-1	1	100	#G	30501232	1	-1	1	100	#G	30501241	1	-1	1	100	#G	30501179	1	-1	1	100	#G	30501188	1	-1	1	100	#G	30501197	1	-1	1	100	#G	30501206	1	-1	1	100	#G	30501215	1	-1	1	100	#G	30501224	1	-1	1	100	#G	30501233	1	-1	1	100	#G	30501242	1	-1	1	100	#G	30501180	1	-1	1	100	#G	30501189	1	-1	1	100	#G	30501198	1	-1	1	100	#G	30501207	1	-1	1	100	#G	30501216	1	-1	1	100	#G	30501225	1	-1	1	100	#G	30501234	1	-1	1	100	#G	30501243	1	-1	1	100	#G	0	1	-1	100	100																																																																																																																																																																																																																																																																																																																																																																								
199	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300001	1	-1	100	100		30300011	1	-1	100	100		30300021	1	-1	100	100		30300031	1	-1	100	100		30300041	1	-1	100	100		30300051	1	-1	100	100		30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30302572	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
200	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301001	1	-1	100	100		30301011	1	-1	100	100		30301021	1	-1	100	100		30301031	1	-1	100	100		30301071	1	-1	100	100		30301081	1	-1	100	100		30301091	1	-1	100	100		30301101	1	-1	100	100		30301111	1	-1	100	100		30301121	1	-1	100	100		30301131	1	-1	100	100		30301141	1	-1	100	100		30301061	1	-1	100	100		30301041	1	-1	100	100		30301051	1	-1	100	100		30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
201	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302001	1	-1	100	100		30302011	1	-1	100	100		30302021	1	-1	100	100		30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																																																																																																																																																																																																																																		
