INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
140	40	0	1	9	1	1	1	0	1	7000000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505054	1	20	100	100		30505055	1	20	100	100		30505056	1	20	100	100		30505057	1	20	100	100		30508041	1	20	100	100		30508051	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30506041	1	20	100	100		30506051	1	20	100	100		30506061	1	20	100	100		30506071	1	20	100	100		30507041	1	20	100	100		30507051	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
141	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505056	1	20	100	100		30505057	1	20	100	100		30505058	1	20	100	100		30505059	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30508081	1	20	100	100		30508091	1	20	100	100		30506061	1	20	100	100		30506071	1	20	100	100		30506081	1	20	100	100		30506091	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		30507081	1	20	100	100		30507091	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
142	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124000	1	-1	100	100		10124001	1	-1	100	100		10124002	1	-1	100	100		10124003	1	-1	100	100		10124004	1	-1	100	100		10124005	1	-1	100	100		10124006	1	-1	100	100		10124007	1	-1	100	100		10124008	1	-1	100	100		0	1	-1	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
143	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30001003	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30002003	1	-1	100	100		30101044	1	-1	100	100		30101045	1	20	100	100		30101046	1	-1	100	100		30101047	1	20	100	100		30101048	1	20	100	100		30101049	1	20	100	100		30101050	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
144	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505053	10	-1	1	100		30505054	10	-1	1	100		30505055	10	-1	1	100		30505056	10	-1	1	100		30505057	10	-1	1	100		30505058	10	-1	1	100		30505059	10	-1	1	100		30501017	1	-1	1	100		30501018	1	-1	1	100		30501019	1	-1	1	100		30501020	1	-1	1	100		30501021	1	-1	1	100		30501022	1	-1	1	100		30501037	1	-1	1	100		30501038	1	-1	1	100		30501039	1	-1	1	100		30501040	1	-1	1	100		30501041	1	-1	1	100		30501042	1	-1	1	100		30501017	5	-1	1	100		30501018	5	-1	1	100		30501019	5	-1	1	100		30501020	5	-1	1	100		30501021	5	-1	1	100		30501022	5	-1	1	100		30501037	5	-1	1	100		30501038	5	-1	1	100		30501039	5	-1	1	100		30501040	5	-1	1	100		30501041	5	-1	1	100		30501042	5	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100	
145	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	20307001	1	-1	1	100	#G	20307103	1	-1	1	100	#G	20307104	1	-1	1	100	#G	20307105	1	-1	1	100	#G	20307106	1	-1	1	100	#G	20307107	1	-1	1	100	#G	20307108	1	-1	1	100	#G	20307109	1	-1	1	100	#G	20307110	1	-1	1	100	#G	20307111	1	-1	1	100	#G	20307112	1	-1	1	100	#G	20307113	1	-1	1	100	#G	20307114	1	-1	1	100	#G	20307115	1	-1	1	100	#G	20307116	1	-1	1	100	#G	20307117	1	-1	1	100	#G	20307118	1	-1	1	100	#G	20307119	1	-1	1	100	#G	20307120	1	-1	1	100	#G	20307121	1	-1	1	100	#G	20307122	1	-1	1	100	#G	20307123	1	-1	1	100	#G	20307124	1	-1	1	100	#G	20307125	1	-1	1	100	#G	20307126	1	-1	1	100	#G	20307127	1	-1	1	100	#G	20307128	1	-1	1	100	#G	20307129	1	-1	1	100	#G	20307130	1	-1	1	100	#G	20307131	1	-1	1	100	#G	20307132	1	-1	1	100	#G	20307133	1	-1	1	100	#G	20307134	1	-1	1	100	#G	20307135	1	-1	1	100	#G	20307136	1	-1	1	100	#G	20307137	1	-1	1	100	#G	20307138	1	-1	1	100	#G	20307139	1	-1	1	100	#G	20307140	1	-1	1	100	#G	20307141	1	-1	1	100	#G	20307142	1	-1	1	100	#G	20307143	1	-1	1	100	#G	20307144	1	-1	1	100	#G	20307145	1	-1	1	100	#G	20307146	1	-1	1	100	#G	20307147	1	-1	1	100	#G	20307148	1	-1	1	100	#G	20307149	1	-1	1	100	#G	20307150	1	-1	1	100	#G						
146	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	1	96	97	98	100	200	300	400	500	30308098	1	-1	1	100	#G	30308097	1	-1	1	100	#G	30308100	1	-1	1	100	#G	30308099	1	-1	1	100	#G	30308002	1	-1	1	100		30308011	1	-1	1	100		30308045	1	-1	1	100		30308075	1	-1	1	100	#G	30308003	1	-1	1	100		30308012	1	-1	1	100		30308070	1	-1	1	100		30308091	1	-1	1	100	#G	30308004	1	-1	1	100		30308013	1	-1	1	100		30308060	1	-1	1	100		30308089	1	-1	1	100	#G	30308005	1	-1	1	100		30308014	1	-1	1	100		30308066	1	-1	1	100		30308087	1	-1	1	100	#G	30308006	1	-1	1	100		30308015	1	-1	1	100		30308043	1	-1	1	100		30308093	1	-1	1	100	#G	30308007	1	-1	1	100		30308016	1	-1	1	100		30308067	1	-1	1	100		30308088	1	-1	1	100	#G	30308008	1	-1	1	100		30308017	1	-1	1	100		30308068	1	-1	1	100		30308076	1	-1	1	100	#G	30308009	1	-1	1	100		30308018	1	-1	1	100		30308071	1	-1	1	100		30308025	1	-1	1	100		30308092	1	-1	1	100	#G	30308010	1	-1	1	100		30308019	1	-1	1	100		30308069	1	-1	1	100		30308090	1	-1	1	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100													
147	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302004	1	20	100	100		30302014	1	20	100	100		30302024	1	20	100	100		30301004	1	20	100	100		30301014	1	20	100	100		30301024	1	20	100	100		30301034	1	20	100	100		30301044	1	20	100	100		30301054	1	20	100	100		30301064	1	20	100	100		30301074	1	20	100	100		30301084	1	20	100	100		30301094	1	20	100	100		30301104	1	20	100	100		30301114	1	20	100	100		30301124	1	20	100	100		30301134	1	20	100	100		30301144	1	20	100	100		30300004	1	20	100	100		30300014	1	20	100	100		30300024	1	20	100	100		30300034	1	20	100	100		30300044	1	20	100	100		30300054	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
148	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302005	1	20	100	100		30302015	1	20	100	100		30302025	1	20	100	100		30301005	1	20	100	100		30301015	1	20	100	100		30301025	1	20	100	100		30301035	1	20	100	100		30301045	1	20	100	100		30301055	1	20	100	100		30301065	1	20	100	100		30301075	1	20	100	100		30301085	1	20	100	100		30301095	1	20	100	100		30301105	1	20	100	100		30301115	1	20	100	100		30301125	1	20	100	100		30301135	1	20	100	100		30301145	1	20	100	100		30300005	1	20	100	100		30300015	1	20	100	100		30300025	1	20	100	100		30300035	1	20	100	100		30300045	1	20	100	100		30300055	1	20	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
149	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50113006	1	-1	1	100		50101001	1	-1	1	100		50101002	1	-1	1	100		50102001	1	-1	1	100		50102002	1	-1	1	100		50102003	1	-1	1	100		50102004	1	-1	1	100		50103001	1	-1	1	100		50104002	1	-1	1	100		50111001	1	-1	1	100		50111002	1	-1	1	100		50112001	1	-1	1	100		50112002	1	-1	1	100		50112003	1	-1	1	100		50112004	1	-1	1	100		50113001	1	-1	1	100		50113002	1	-1	1	100		50113003	1	-1	1	100		50113004	1	-1	1	100		50113005	1	-1	1	100		50114001	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100	
150	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50321004	1	-1	1	100	#G	50321003	1	-1	1	100	#G	50321002	1	-1	1	100	#G	50321001	1	-1	1	100	#G	50314001	1	-1	1	100		50313006	1	-1	1	100		50313005	1	-1	1	100		50313004	1	-1	1	100		50313003	1	-1	1	100		50313002	1	-1	1	100		50313001	1	-1	1	100		50312008	1	-1	1	100		50312007	1	-1	1	100		50312006	1	-1	1	100		50312005	1	-1	1	100		50302008	1	-1	1	100		50302007	1	-1	1	100		50302006	1	-1	1	100		50302005	1	-1	1	100		50311002	1	-1	1	100		50311001	1	-1	1	100		50304002	1	-1	1	100		50303001	1	-1	1	100		50301002	1	-1	1	100		50301001	1	-1	1	100																																																																												
151	40	0	1	8	1	1	6	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30008002	1	-1	60	100		30008003	1	-1	76	50		30900006	1	-1	55	100		30008034	1	-1	160	50	#G	30509500	1	-1	1800	65	#G	30509501	1	-1	2400	50	#G	30900045	1	-1	550	100	#G	30900038	1	-1	80	50	#G	30900039	1	-1	400	20	#G	30900040	1	-1	2000	20	#G	10124110	1	-1	980	100	#G	30008037	1	-1	60	100	#G	30008038	1	-1	600	100	#G	31000101	1	-1	800	50	#G	30501152	1	-1	200	100	#G	30008011	1	-1	40	100		30008012	1	-1	3800	100		30505107	11	-1	400000	100		30900015	1	-1	38	100		30900016	1	-1	50000	100		30900010	1	-1	98	100		30502000	10	-1	240	100		30502001	10	-1	320	100		30503017	1	-1	39	100		30503018	1	-1	55	100		30503019	1	-1	72	100		50313004	1	-1	420	100		50301001	1	-1	420	100		50301002	1	-1	420	100		50303001	1	-1	420	100		50314001	1	-1	420	100		50304002	1	-1	420	100		30509011	1	-1	7520	100		30402095	1	-1	3960	100		30402088	1	-1	3960	100		30402092	1	-1	1996	100		30402094	1	-1	1580	100		30509026	1	-1	22	100		30308003	1	-1	1960	100		10141057	1	-1	7200	100		10141045	1	-1	3200	100		31000000	1	-1	168	100		30008018	1	-1	60	100		30008009	1	-1	80	100		30505079	1	-1	9999	40		30008016	1	-1	40	60		20307001	1	-1	398	100		20109007	1	-1	56	100		20109008	1	-1	64	100		30900009	1	-1	24	100	
152	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30402095	1	-1	1	100		30402087	1	-1	1	100		30402088	1	-1	1	100		30402089	1	-1	1	100		30402090	1	-1	1	100		30402026	1	-1	1	100		30402030	1	-1	1	100		30402034	1	-1	1	100		30402036	1	-1	1	100		30402046	1	-1	1	100		30402038	1	-1	1	100		30402040	1	-1	1	100		30402042	1	-1	1	100		30402044	1	-1	1	100		30402092	1	-1	1	100		30402094	1	-1	1	100		30402072	1	-1	1	100		30402048	1	-1	1	100		30402050	1	-1	1	100		30402012	1	-1	1	100		30402014	1	-1	1	100		30402016	1	-1	1	100		30402018	1	-1	1	100		30402020	1	-1	1	100		30402056	1	-1	1	100		30402060	1	-1	1	100		30402062	1	-1	1	100		30402064	1	-1	1	100		30402066	1	-1	1	100		30402068	1	-1	1	100		30402070	1	-1	1	100		30402074	1	-1	1	100		30402076	1	-1	1	100		30402078	1	-1	1	100		30402080	1	-1	1	100		30402058	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	1	100		0	1	-1	100	100	
153	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30008029	1	-1	3000000	100		30900016	1	-1	50000	100		30900057	1	-1	3000000	100		30505107	1	-1	40000	100		30503080	1	-1	3000000	100		31000004	1	-1	3000000	100		30900045	1	-1	3000000	100		0	1	-1	3000000	100		0	1	-1	3000000	100		0	1	-1	3000000	100		0	1	-1	3000000	100		0	1	-1	3000000	100																																																																																																																																																																																																																															
154	40	0	1	8	1	1	1	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20502001	1	-1	1	100		20502002	1	-1	20	100		20502003	1	-1	50	100		20502004	1	-1	2000	100		20502005	1	-1	3000	100		20502006	1	-1	5000	100		20502007	1	-1	7000	100		20502008	1	-1	8000	100		20501001	1	-1	10	100		20501002	1	-1	20	100		20501003	1	-1	50	100		20501004	1	-1	2000	100		20501005	1	-1	3000	100		20501006	1	-1	5000	100		20501007	1	-1	7000	100		20501008	1	-1	8000	100																																																																																																																																																																																																													
155	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20502001	1	-1	32	100		20502002	1	-1	160	100		20502003	1	-1	800	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
156	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308001	1	-1	1	100		20308011	1	-1	1	100		20308002	1	-1	1	100		20308012	1	-1	1	100		20308003	1	-1	1	100		20308013	1	-1	1	100		20308004	1	-1	1	100		20308014	1	-1	1	100		20308005	1	-1	1	100		20308015	1	-1	1	100		20308006	1	-1	1	100		20308016	1	-1	1	100		20308007	1	-1	2	100		20308017	1	-1	2	100		20308008	1	-1	2	100		20308018	1	-1	2	100		20308009	1	-1	2	100		20308019	1	-1	2	100		20308010	10	-1	2	100		20308020	10	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
157	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308021	1	-1	1	100		20308031	1	-1	1	100		20308022	1	-1	1	100		20308032	1	-1	1	100		20308023	1	-1	1	100		20308033	1	-1	1	100		20308024	1	-1	1	100		20308034	1	-1	1	100		20308025	1	-1	1	100		20308035	1	-1	1	100		20308026	1	-1	1	100		20308036	1	-1	1	100		20308027	1	-1	2	100		20308037	1	-1	2	100		20308028	1	-1	2	100		20308038	1	-1	2	100		20308029	1	-1	2	100		20308039	1	-1	2	100		20308030	10	-1	2	100		20308040	10	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
158	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308041	1	-1	1	100		20308051	1	-1	1	100		20308042	1	-1	1	100		20308052	1	-1	1	100		20308043	1	-1	1	100		20308053	1	-1	1	100		20308044	1	-1	1	100		20308054	1	-1	1	100		20308045	1	-1	1	100		20308055	1	-1	1	100		20308046	1	-1	1	100		20308056	1	-1	1	100		20308047	1	-1	2	100		20308057	1	-1	2	100		20308048	1	-1	2	100		20308058	1	-1	2	100		20308049	1	-1	2	100		20308059	1	-1	2	100		20308050	10	-1	2	100		20308060	10	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
159	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308061	1	-1	1	100		20308071	1	-1	1	100		20308062	1	-1	1	100		20308072	1	-1	1	100		20308063	1	-1	1	100		20308073	1	-1	1	100		20308064	1	-1	1	100		20308074	1	-1	1	100		20308065	1	-1	1	100		20308075	1	-1	1	100		20308066	1	-1	1	100		20308076	1	-1	1	100		20308067	1	-1	2	100		20308077	1	-1	2	100		20308068	1	-1	2	100		20308078	1	-1	2	100		20308069	1	-1	2	100		20308079	1	-1	2	100		20308070	10	-1	2	100		20308080	10	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
160	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20308081	1	-1	1	100		20308091	1	-1	1	100		20308082	1	-1	1	100		20308092	1	-1	1	100		20308083	1	-1	1	100		20308093	1	-1	1	100		20308084	1	-1	1	100		20308094	1	-1	1	100		20308085	1	-1	1	100		20308095	1	-1	1	100		20308086	1	-1	1	100		20308096	1	-1	1	100		20308087	1	-1	2	100		20308097	1	-1	2	100		20308088	1	-1	2	100		20308098	1	-1	2	100		20308089	1	-1	2	100		20308099	1	-1	2	100		20308090	10	-1	2	100		20308100	10	-1	2	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100	
